grupo,comentario_p1
ADMINISTRATIVO,"Não teve leito, então não tive direto a ficar com acompanhante nem visita . Passei várias horas sentindo dor e não tinha médico"
ADMINISTRATIVO,Marcou para chegar às 06:00da manhã e só consegui ser internado as 12:00hs
RECEPÇAO,"Chegando no hospital a recepcionista meio que me atendeu mal, por um problema interno de vocês, algum dos documentos o médico ou o pessoal da marcação deixou a desejar e acabou sobrando pra mim, quanto ao maqueiro, e porteiro na tenho o que dizer"
ADMINISTRATIVO,"""Essa pesquisa foi realizada anteriormente, através de uma ligação telefônica nos primeiros dias após a cirurgia e relatamos tudo, mas segue novamente. Minha insatisfação começa pelo agendamento que foi feito para outro médico sem minha autorização. Não faz sentido ser acompanhado por um médico, ser agendado e no dia ser outro médico.
No dia foi orientado que eu chegasse lá para a cirurgia antes das 6h da manhã. Chegando lá vi que na ficha meu horário seria 12h. 
Me levaram para o centro cirúrgico 8h da manhã, eu e todos os pacientes da mesma médica. Lá ela fez a ordem que ela quis e fui o último. Fiquei de 8h da manhã às 19h da noite no centro cirúrgico, sentado, sem roupa, com frio, sem poder ir no banheiro, sem nada para distrair ou passar o tempo. só ouvindo os bips dos leitos em recuperação, para então ser operado. Pelo horário que terminou tive que passar a noite no hospital. Por fim, pela manhã chegou um paciente se preparando para fazer colonoscopia. Ou seja, um exame que a pessoa vai defecar no quarto o tempo todo pois um idoso nem sempre vai conseguir correr até o banheiro, no mesmo quarto de pós operado. Absurdo isso!"""
ADMINISTRATIVO,"Tumulto,"
RECEPÇAO,"Na chegada ao hospital fui tratada com desdem pela recepcionista, que nao me passava nenhuma informação e claramente não gosta do proprio trabalho."
ADMINISTRATIVO,"Graças ao pessimo tratamento e descaso com o paciente , ele veio a falecer por negligência por parte do hospital na hora da cirurgia"
ADMINISTRATIVO,"Desculpe. Respondi errado. 
Fui muito bem recebida por toda equipe. 
Só tenho agradecer todos funcionários que me ajudaram naquele momento. A equipe médica e enfermeiros foram maravilhosos. Excelente atendimento recepção, porteiro e maqueiro."
ADMINISTRATIVO,O tempo de espera muito longo
ADMINISTRATIVO,Achei uma extrema falta de empatia colocar uma pessoa em pós operatório de histerectomia e que não pode ter filhos numa ala de maternidade. Faltou empatia para com a paciente.
ADMINISTRATIVO,O quarto é muito apertado pra ser pra 2 pacientes com acompanhante
ADMINISTRATIVO,Mais acolhimento com pessoas idosas
ADMINISTRATIVO,"Muito tempo sentado em cadeira inadequada, coberto somente com um lençol fino em época de frio, ficou mais de 3 horas aguardando para fazer a cirurgia."
ADMINISTRATIVO,Demorou o processo de entrada mais de 3 horas
RECEPÇAO,"Bem, havia uma só atendente para fazer a recepção de todos os pacientes no dia. Acabou acarretando um atraso, pois ela fazia a checagem e depois ia a outro andar levar o paciente para a recepção do bloco, retornando, para então atender outro. Em média 30 minutos para cada um"
ADMINISTRATIVO,"Após cirurgia ,fiquei apenas uma hora no quarto"
ADMINISTRATIVO,Cirurgia agendada para as 9 horas a criança de 2 anos em jejum chorando muito veio ser atendido 11 horas da manha
ADMINISTRATIVO,"""Meu relato é, de terem me colocado após sair de uma cirurgia no mesmo quarto com paciente que tinha tuberculose( doenças respiratórias).  Não me sentir bem.
Deveriam acomodar pós cirúrgico com pós cirúrgico e não adicionar em um quarto com paciente em tratamento de doenças respiratórias. 
Minha queixa é mais sobre isso, em outros pontos não tenho o que reclamar."""
RECEPÇAO,"Muito tempo de espera.
Cadeiras desconfortáveis na recepção"
ADMINISTRATIVO,"Demora nos procedimentos. Pede para chegar todos os pacientes que irão fazer cirurgia e fica todo mundo esperando sua vez. Uma demora horrível.
Se cada um tivesse seu horário e soubesse para qual quarto irá após a cirurgia ficaria mais organizado.
Meu acompanhante ficou na recepção sem notícias precisa de mim... Depois eu fiquei no corredor aguardando liberação de quarto após a anestesia já ter passado. Quando fui para o quarto fiquei 1 horas sozinha pq meu acompanhante não sabia que podia subir"
ADMINISTRATIVO,Eu fiquei esperando um tempão e olha que minha filha foi a primeira a realizar a cirurgia 
ADMINISTRATIVO,Pessoal da recepção nao sabe dar informação
ADMINISTRATIVO,Não fui bem atendita
ADMINISTRATIVO,Nao fui orientado sobre as autorizações necessárias
ADMINISTRATIVO,Hospitais para cirurgia muito longe
RECEPÇAO,"Disseram pra chegar às 5h da manhã, chegamos as 04h50.
Não havia porteiro, nem recepcionista, fomos ao pronto socorro adulto e eles foram bem grosseiros conosco como se não tivessem obrigação de nada. 
Fomos direcionados ao outro lado dando a volta por fora do hospital no frio, garoa com o bebê em jejum por sorte ele estava dormindo.
Entramos e demos outra volta e fomos para o primeiro andar.
No primeiro andar a moça distraída comendo na frente do bebê que estava em jejum,  não tinha nenhuma placa de recepção, ela estava pegando os documentos com muito mal gosto
Nós que levamos o bebê pra cirugia não temos culpa dela estar em plantão ou não estar feliz 
Chegou um outro rapaz da recepção ao lado e eles ficaram conversando e nos lá esperando eles terminarem de conversar pra então orientar a gente a subir pro décimo andar."
ADMINISTRATIVO,A demora pra ser atendido
ADMINISTRATIVO,Acabei de passar em uma consulta ela enviou os exames mais não baixa
ADMINISTRATIVO,Demora no atendimento
ADMINISTRATIVO,Demora
ADMINISTRATIVO,"Na sexta 11/07/25, cheguei para fazer a cirurgia às 5 da manhã e esperei até 14:00h da tarde, numa sala, sozinha, sem contato com acompanhante ou qualquer outra coisa. Fora que eu só saberia se que daria uma cirurgia, mas em nenhum momento nenhum profissional foi na sala me orientar como seria, qual tipo de anestesia eu tomaria. Não. Fui saber quando cheguei no centro cirúrgico."
RECEPÇAO,"Além de chegarmos de madrugada demorou, cansadas, o pessoal da recepção demorou horrores pra fazer nossa admissão depois tivemos que espera mais um bom tempo pra no acompanharmos até o quarto pq   não tinha ninguém pra fazer isso"
ADMINISTRATIVO,Pq deixa vc esperando em uma recepção desconfortável por muito tempo
ADMINISTRATIVO,Não tive revisão até hj
ADMINISTRATIVO,"""Me deram alta do hospital com 24h por conta do hospital estar lotado (par desocupar o quarto), com isto os exames do meu RN não foram feitos adequadamente, não foi feito todos 
A equipe fazendo as atividades às pressas e de qualquer forma"""
ADMINISTRATIVO,"Fiquei perdida, falou que era em uma recepção e era em outra"
ADMINISTRATIVO,"A cirurgia dele estava previsto alta no mesmo dia, mas como não tinha quarto disponível ele ficou o dia todo dentro do Centro Cirúrgico na sala de recuperação, por volta das 19:40 da noite uma enfermeira trouxe ele e colocou em um quarto que era de avaliação para cirurgia não tinha cama nada e passou mal e não tivemos nenhum apoio. Infelizmente como não havia quarto disponível meu filho ficou o tempo todo dentro do Centro Cirúrgico, nós familiares sem notícias na recepção, a única informação que estava bem e que iria para o quarto, depois por volta das 19:40 tiraram ele do Centro Cirúrgico e infelizmente parece que foi jogado em uma sala onde eu como mãe que o acolhi e o ajudei, e quando ele foi liberado como o setor que ele estava não sabiam nada se eu não pedisse receita e o relatório da cirurgia, não me iam entregar. Infelizmente a experiência foi um pouco dolorosa.Infelizmente a experiência foi um pouco dolorosa"""
RECEPÇAO,Demora no processo de internação
ADMINISTRATIVO,"Peguei a senha direito na recepção, após subir para aguardar ser chamado demorou quase duas horas."
ADMINISTRATIVO,Muita rispidez no tratamento com paciente
ADMINISTRATIVO,Bem recebida e super rápido
ADMINISTRATIVO,Fui bem atendida
ADMINISTRATIVO,"Ok,chegamos 12.30 pra internação, e só subimos minutos antes da cirurgia."
ADMINISTRATIVO,"Foi solicitado chegar cedo ao hospital. 
Chegamos no horário estipulado no entanto ficamos aguardando cerca de 1h para atendimento na recepção devido a troca de plantão dos funcionários."
ADMINISTRATIVO,Atrasou o horário
ADMINISTRATIVO,Muita demora
RECEPÇAO,O recepcionista do setor de internação não estava na recepção esperei mais de meia hora e quando ele chegar falou que o horário dele tinha acabado que vinha ou pessoas pra nós atender
ADMINISTRATIVO,"Demora muito pra ser atendido,  ai depois tem que passar pelo médico da urgência,  pra depois ir pra enfermaria, isso levou a manhã toda"
ADMINISTRATIVO,Cheguei às 4:30 da manhã e só subi ao quarto às 09:20 que por sinal me colocaram em uma enfermaria e meu plano é apartamento.
ADMINISTRATIVO,"Atendimento péssimo, demorado"
ADMINISTRATIVO,"Demora no atendimento, espera longa numa fila"
ADMINISTRATIVO,Demorou pra internar
ADMINISTRATIVO,Não tinha leito pra mim
ADMINISTRATIVO,O procedimento foi suspenso.
ADMINISTRATIVO,"Mandou chegar às 4 meia da manhã , para recepção me liberar ,quase as 6 HS da manhã"
ADMINISTRATIVO,Muito lentidão nós atendimentos.
ADMINISTRATIVO,"Vocês querem mesmo que eu faça uma avaliação de um procedimento que fiquei quase um mês esperando,que foi necessário eu pedi ajuda na ANS pra resolver,se ter ficado encima da cama parado sentindo dor, como os profissionais de vocês falaram,era somente uma fratura de Tibia e fíbula não tenha riscos"
ADMINISTRATIVO,A demora para fazer o procedimento
ADMINISTRATIVO,Só pela demora a chegar no leito.
ADMINISTRATIVO,Não tinha leito e isso é muito desagradável a pessoa cirurgiada esperar por leito
ADMINISTRATIVO,Foi boa
ADMINISTRATIVO,Fiquei aguardando 1 ano aguardando psicóloga e não  consegui o acompanhamento mento acabei me desligando
ADMINISTRATIVO,Teve uma demora de. 2 Horas
ADMINISTRATIVO,Muito demorar pra conseguir uma consulta
ADMINISTRATIVO,Não tinha quarto estava a mais de 24 horas de jejum sain
ADMINISTRATIVO,Foi bem recebida e bem atendida por todos
ADMINISTRATIVO,"Minha insatisfação é com a clínica de fisioterapia, o plano só tem 1 clínica, que não é suficiente para os pacientes, não fiz fisioterapia por ser muito longe do centro,seria melhor de tivesse uma clínica no centro de Bauru, como era anos atrás, o convênio tá deixando a desejar"
RECEPÇAO,Demora no atendimento da recepcionista
ADMINISTRATIVO,Pouca informação e muita demora no atendimento
ADMINISTRATIVO,"Disseram que era para Internar as 4hs sa manhã para uma cirurgia as 6hs.
Cheguei ao hospital às 02:45hs , mais ou menos , para não chegar atrasada por morar bem longe ao hospital. 
Minha cirurgia só foi acontecer depois das 11 hs da manhã. 
Isso contando que eu a 12 horas de jejum.
É necessário mais cuidado com as informações passadas aos pacientes."
PORTEIRO,"Acredito que pode melhorar a organização, pois quem quiser subir para os quartos sobe sem passar por nada
"
ADMINISTRATIVO,Fui muito bem atendida
ADMINISTRATIVO,"Mandam chegar às 06:00 da manhã,  em jejum,  só  faz a ficha às 08:00horas.  
As funcionárias dizem que é esse o procedimento."
ADMINISTRATIVO,"Não é insatisfação, só acho que pode melhorar."
ADMINISTRATIVO,Insensibilidade dos profissionais da recepção e do atendimento
ADMINISTRATIVO,"alem da demora na recepção, são mal preparado, meu filho tinha uma cirurgia para fazer o rapaz me levou para aguarda se chamada para o centro cirúrgico, sendo que todos ja estava preparados com as tocas e a bata e o meu filho não. tive que descer e verificar, ai me mandarão para uma outra recepção. falta de respeito, se esta aprendendo tinha que verifica qual o procedimento."
ADMINISTRATIVO,Não são nada receptivo e nem preocupados com a presença do paciente.
RECEPÇAO,Sem muita orientação na recepção e com cara como se tivesse me fazendo favor
ADMINISTRATIVO,"Chegamos com duas horas de antecedência,como recomendado,à cirurgia estava marcada para as 13hs.
Ele foi fazer a cirurgia às 18hs"
ADMINISTRATIVO,Muita demora
ADMINISTRATIVO,"Qdo cheguei as 07:00 no horário marcado não tinha recepcionista somente o segurança estava nesse horário. E foi o segura que orientou a entrar e esperar até a recepcionista do setor chegar, o que aconteceu somente após as 08:00"
ADMINISTRATIVO,"Local super lotado, sem informação alguma"
ADMINISTRATIVO,"Eu não fiz esse procedimento. Foi marcado SEM a minha permissão e SEM eu solicitar. Não foram esclarecidas dúvidas sobre cuidados pós cirúrgicos antes da cirurgia, o que me deixou insegura e acabei escolhendo NÃO realizar o procedimento (que havia sido agendado de forma unilateral, sem a minha solicitação)."
ADMINISTRATIVO,A recepção não foi muito boa
RECEPÇAO,Fila gigantes
RECEPÇAO,"Recepção muito demorada, tempo de espera"
RECEPÇAO,Muita demora na recepção com apenas um atendente na hora marcada.
ADMINISTRATIVO,"Minha cirurgia  era as 13 h fui operada as 20.00 . Cheguei no hospital as 12.30  fui ate o cetor  de internação  assinei os papel  , quando foi as 16 horas de tanto eu perguntar  mandaram eu subir, quando cheguei la em cima fiquei em pe encostada numa parede ninguém falava nada  tinha uns acompanhante  sentado, quando foi as 17 horas eu desci e falei com a moça da recepção  falei p ela pq  ela mandou eu subir se la em cima ninguém  dizia nada,  ela disse q so mandaram eu subir.  Subi denovo conversei com uma enfermeira  ela falou vem q vou te trocar  , coloquei a roupa  a camisola e os acessorios  me deitaram numa maca na sala em frente ao centro cirurgico  colocaram  um aparelho  p monitorar a pressao .  Depois veio uma enfermeira  p colococar o acesso pelo q vi ela estava sem paciência alguma  me furou em varios lugares  , rasgou minha pulseira e disse nao consegui  o anestesista  q  coloque o acesso . Uma bagunça falta de organização,  uma enfermeira  com pressa pq tinha q ir p outro emprego isso ainda era 18.30 , a outra recolhendo os presentes de aniversário dela dizendo q tbm ja ja ia embora  ,  me deu pena do medico pq eu vi nele a boa vontade de querer me operar  porem  nao tinha  enfermeiros . Quando foi 19 h o doutor Lawrence   veio me dizer se eu ia ficar chateada se cancelace minha cirurgia eu disse p ele como assim  eu ja estou quase 15 h sem comer to me sentindo mal , to aqui nessa maca  de camisola  esperando  to vendo a bagunça  q e isso aqui e claro q eu vou ficar . Ai ele pediu p eu aguardar   , demorou um tempo  chegou um enfermeiro branco alto muito educado q parecia um anjo comigo   e quando foi quase  20 h os anestesista vieram  colocaram o acesso em mim e me levaram p o centro cirurgico  . Quase 22.30 fui p o quarto ainda nao mexia as pernas e passei a noite la  durante a madrugada  fui muito bem assistida pelo enfermeiro  e pela manha por outra enfermeira  e tive alta.  Mas  no geral   foi  muito ruim a experiência  falta de assistência  completa"
