grupo,comentario_p1
RECEPÇAO,"chegando no hospital a recepcionista meio que me atendeu mal, por um problema interno de voces, algum dos documentos o medico ou o pessoal da marcacao deixou a desejar e acabou sobrando pra mim, quanto ao maqueiro, e porteiro na tenho o que dizer"
ADMINISTRATIVO,"essa pesquisa foi realizada anteriormente, atraves de uma ligacao telefonica nos primeiros dias apos a cirurgia e relatamos tudo, mas segue novamente. minha insatisfacao comeca pelo agendamento que foi feito para outro medico sem minha autorizacao. nao faz sentido ser acompanhado por um medico, ser agendado e no dia ser outro medico. no dia foi orientado que eu chegasse la para a cirurgia antes das 6h da manha. chegando la vi que na ficha meu horario seria 12h. me levaram para o centro cirurgico 8h da manha, eu e todos os pacientes da mesma medica. la ela fez a ordem que ela quis e fui o ultimo. fiquei de 8h da manha as 19h da noite no centro cirurgico, sentado, sem roupa, com frio, sem poder ir no banheiro, sem nada para distrair ou passar o tempo. so ouvindo os bips dos leitos em recuperacao, para entao ser operado. pelo horario que terminou tive que passar a noite no hospital. por fim, pela manha chegou um paciente se preparando para fazer colonoscopia. ou seja, um exame que a pessoa vai defecar no quarto o tempo todo pois um idoso nem sempre vai conseguir correr ate o banheiro, no mesmo quarto de pos operado. absurdo isso!"
ADMINISTRATIVO,"tumulto,"
RECEPÇAO,"na chegada ao hospital fui tratada com desdem pela recepcionista, que nao me passava nenhuma informacao e claramente nao gosta do proprio trabalho."
ADMINISTRATIVO,"gracas ao pessimo tratamento e descaso com o paciente , ele veio a falecer por negligencia por parte do hospital na hora da cirurgia"
ADMINISTRATIVO,"desculpe. respondi errado. fui muito bem recebida por toda equipe. so tenho agradecer todos funcionarios que me ajudaram naquele momento. a equipe medica e enfermeiros foram maravilhosos. excelente atendimento recepcao, porteiro e maqueiro."
ADMINISTRATIVO,o tempo de espera muito longo
ADMINISTRATIVO,achei uma extrema falta de empatia colocar uma pessoa em pos operatorio de histerectomia e que nao pode ter filhos numa ala de maternidade. faltou empatia para com a paciente.
ADMINISTRATIVO,o quarto e muito apertado pra ser pra 2 pacientes com acompanhante
ADMINISTRATIVO,mais acolhimento com pessoas idosas
ADMINISTRATIVO,"muito tempo sentado em cadeira inadequada, coberto somente com um lencol fino em epoca de frio, ficou mais de 3 horas aguardando para fazer a cirurgia."
ADMINISTRATIVO,demorou o processo de entrada mais de 3 horas
RECEPÇAO,"bem, havia uma so atendente para fazer a recepcao de todos os pacientes no dia. acabou acarretando um atraso, pois ela fazia a checagem e depois ia a outro andar levar o paciente para a recepcao do bloco, retornando, para entao atender outro. em media 30 minutos para cada um"
ADMINISTRATIVO,"apos cirurgia ,fiquei apenas uma hora no quarto"
ADMINISTRATIVO,cirurgia agendada para as 9 horas a crianca de 2 anos em jejum chorando muito veio ser atendido 11 horas da manha
ADMINISTRATIVO,"meu relato e, de terem me colocado apos sair de uma cirurgia no mesmo quarto com paciente que tinha tuberculose doencas respiratorias . nao me sentir bem. deveriam acomodar pos cirurgico com pos cirurgico e nao adicionar em um quarto com paciente em tratamento de doencas respiratorias. minha queixa e mais sobre isso, em outros pontos nao tenho o que reclamar."
RECEPÇAO,muito tempo de espera. cadeiras desconfortaveis na recepcao
ADMINISTRATIVO,demora nos procedimentos. pede para chegar todos os pacientes que irao fazer cirurgia e fica todo mundo esperando sua vez. uma demora horrivel. se cada um tivesse seu horario e soubesse para qual quarto ira apos a cirurgia ficaria mais organizado. meu acompanhante ficou na recepcao sem noticias precisa de mim... depois eu fiquei no corredor aguardando liberacao de quarto apos a anestesia ja ter passado. quando fui para o quarto fiquei 1 horas sozinha pq meu acompanhante nao sabia que podia subir
ADMINISTRATIVO,eu fiquei esperando um tempao e olha que minha filha foi a primeira a realizar a cirurgia
ADMINISTRATIVO,pessoal da recepcao nao sabe dar informacao
ADMINISTRATIVO,nao fui bem atendita
ADMINISTRATIVO,nao fui orientado sobre as autorizacoes necessarias
ADMINISTRATIVO,hospitais para cirurgia muito longe
RECEPÇAO,"disseram pra chegar as 5h da manha, chegamos as 04h50. nao havia porteiro, nem recepcionista, fomos ao pronto socorro adulto e eles foram bem grosseiros conosco como se nao tivessem obrigacao de nada. fomos direcionados ao outro lado dando a volta por fora do hospital no frio, garoa com o bebe em jejum por sorte ele estava dormindo. entramos e demos outra volta e fomos para o primeiro andar. no primeiro andar a moca distraida comendo na frente do bebe que estava em jejum, nao tinha nenhuma placa de recepcao, ela estava pegando os documentos com muito mal gosto nos que levamos o bebe pra cirugia nao temos culpa dela estar em plantao ou nao estar feliz chegou um outro rapaz da recepcao ao lado e eles ficaram conversando e nos la esperando eles terminarem de conversar pra entao orientar a gente a subir pro decimo andar."
ADMINISTRATIVO,a demora pra ser atendido
ADMINISTRATIVO,acabei de passar em uma consulta ela enviou os exames mais nao baixa
ADMINISTRATIVO,demora no atendimento
ADMINISTRATIVO,demora
ADMINISTRATIVO,"na sexta 11 07 25, cheguei para fazer a cirurgia as 5 da manha e esperei ate 14 00h da tarde, numa sala, sozinha, sem contato com acompanhante ou qualquer outra coisa. fora que eu so saberia se que daria uma cirurgia, mas em nenhum momento nenhum profissional foi na sala me orientar como seria, qual tipo de anestesia eu tomaria. nao. fui saber quando cheguei no centro cirurgico."
RECEPÇAO,"alem de chegarmos de madrugada demorou, cansadas, o pessoal da recepcao demorou horrores pra fazer nossa admissao depois tivemos que espera mais um bom tempo pra no acompanharmos ate o quarto pq nao tinha ninguem pra fazer isso"
ADMINISTRATIVO,pq deixa vc esperando em uma recepcao desconfortavel por muito tempo
ADMINISTRATIVO,nao tive revisao ate hj
ADMINISTRATIVO,"me deram alta do hospital com 24h por conta do hospital estar lotado par desocupar o quarto , com isto os exames do meu rn nao foram feitos adequadamente, nao foi feito todos a equipe fazendo as atividades as pressas e de qualquer forma"
ADMINISTRATIVO,"fiquei perdida, falou que era em uma recepcao e era em outra"
ADMINISTRATIVO,"a cirurgia dele estava previsto alta no mesmo dia, mas como nao tinha quarto disponivel ele ficou o dia todo dentro do centro cirurgico na sala de recuperacao, por volta das 19 40 da noite uma enfermeira trouxe ele e colocou em um quarto que era de avaliacao para cirurgia nao tinha cama nada e passou mal e nao tivemos nenhum apoio. infelizmente como nao havia quarto disponivel meu filho ficou o tempo todo dentro do centro cirurgico, nos familiares sem noticias na recepcao, a unica informacao que estava bem e que iria para o quarto, depois por volta das 19 40 tiraram ele do centro cirurgico e infelizmente parece que foi jogado em uma sala onde eu como mae que o acolhi e o ajudei, e quando ele foi liberado como o setor que ele estava nao sabiam nada se eu nao pedisse receita e o relatorio da cirurgia, nao me iam entregar. infelizmente a experiencia foi um pouco dolorosa.infelizmente a experiencia foi um pouco dolorosa"
RECEPÇAO,demora no processo de internacao
ADMINISTRATIVO,"peguei a senha direito na recepcao, apos subir para aguardar ser chamado demorou quase duas horas."
ADMINISTRATIVO,muita rispidez no tratamento com paciente
ADMINISTRATIVO,bem recebida e super rapido
ADMINISTRATIVO,fui bem atendida
ADMINISTRATIVO,"ok,chegamos 12.30 pra internacao, e so subimos minutos antes da cirurgia."
ADMINISTRATIVO,foi solicitado chegar cedo ao hospital. chegamos no horario estipulado no entanto ficamos aguardando cerca de 1h para atendimento na recepcao devido a troca de plantao dos funcionarios.
ADMINISTRATIVO,atrasou o horario
ADMINISTRATIVO,muita demora
RECEPÇAO,o recepcionista do setor de internacao nao estava na recepcao esperei mais de meia hora e quando ele chegar falou que o horario dele tinha acabado que vinha ou pessoas pra nos atender
ADMINISTRATIVO,"demora muito pra ser atendido, ai depois tem que passar pelo medico da urgencia, pra depois ir pra enfermaria, isso levou a manha toda"
ADMINISTRATIVO,cheguei as 4 30 da manha e so subi ao quarto as 09 20 que por sinal me colocaram em uma enfermaria e meu plano e apartamento.
ADMINISTRATIVO,"atendimento pessimo, demorado"
ADMINISTRATIVO,"demora no atendimento, espera longa numa fila"
ADMINISTRATIVO,demorou pra internar
ADMINISTRATIVO,nao tinha leito pra mim
ADMINISTRATIVO,o procedimento foi suspenso.
ADMINISTRATIVO,"mandou chegar as 4 meia da manha , para recepcao me liberar ,quase as 6 hs da manha"
ADMINISTRATIVO,muito lentidao nos atendimentos.
ADMINISTRATIVO,"voces querem mesmo que eu faca uma avaliacao de um procedimento que fiquei quase um mes esperando,que foi necessario eu pedi ajuda na ans pra resolver,se ter ficado encima da cama parado sentindo dor, como os profissionais de voces falaram,era somente uma fratura de tibia e fibula nao tenha riscos"
ADMINISTRATIVO,a demora para fazer o procedimento
ADMINISTRATIVO,so pela demora a chegar no leito.
ADMINISTRATIVO,nao tinha leito e isso e muito desagradavel a pessoa cirurgiada esperar por leito
ADMINISTRATIVO,foi boa
ADMINISTRATIVO,fiquei aguardando 1 ano aguardando psicologa e nao consegui o acompanhamento mento acabei me desligando
ADMINISTRATIVO,teve uma demora de. 2 horas
ADMINISTRATIVO,muito demorar pra conseguir uma consulta
ADMINISTRATIVO,nao tinha quarto estava a mais de 24 horas de jejum sain
ADMINISTRATIVO,foi bem recebida e bem atendida por todos
ADMINISTRATIVO,"minha insatisfacao e com a clinica de fisioterapia, o plano so tem 1 clinica, que nao e suficiente para os pacientes, nao fiz fisioterapia por ser muito longe do centro,seria melhor de tivesse uma clinica no centro de bauru, como era anos atras, o convenio ta deixando a desejar"
RECEPÇAO,demora no atendimento da recepcionista
ADMINISTRATIVO,pouca informacao e muita demora no atendimento
ADMINISTRATIVO,"disseram que era para internar as 4hs sa manha para uma cirurgia as 6hs. cheguei ao hospital as 02 45hs , mais ou menos , para nao chegar atrasada por morar bem longe ao hospital. minha cirurgia so foi acontecer depois das 11 hs da manha. isso contando que eu a 12 horas de jejum. e necessario mais cuidado com as informacoes passadas aos pacientes."
PORTEIRO,"acredito que pode melhorar a organizacao, pois quem quiser subir para os quartos sobe sem passar por nada"
ADMINISTRATIVO,fui muito bem atendida
ADMINISTRATIVO,"mandam chegar as 06 00 da manha, em jejum, so faz a ficha as 08 00horas. as funcionarias dizem que e esse o procedimento."
ADMINISTRATIVO,"nao e insatisfacao, so acho que pode melhorar."
ADMINISTRATIVO,insensibilidade dos profissionais da recepcao e do atendimento
ADMINISTRATIVO,"alem da demora na recepcao, sao mal preparado, meu filho tinha uma cirurgia para fazer o rapaz me levou para aguarda se chamada para o centro cirurgico, sendo que todos ja estava preparados com as tocas e a bata e o meu filho nao. tive que descer e verificar, ai me mandarao para uma outra recepcao. falta de respeito, se esta aprendendo tinha que verifica qual o procedimento."
ADMINISTRATIVO,nao sao nada receptivo e nem preocupados com a presenca do paciente.
RECEPÇAO,sem muita orientacao na recepcao e com cara como se tivesse me fazendo favor
ADMINISTRATIVO,"chegamos com duas horas de antecedencia,como recomendado,a cirurgia estava marcada para as 13hs. ele foi fazer a cirurgia as 18hs"
ADMINISTRATIVO,muita demora
ADMINISTRATIVO,"qdo cheguei as 07 00 no horario marcado nao tinha recepcionista somente o seguranca estava nesse horario. e foi o segura que orientou a entrar e esperar ate a recepcionista do setor chegar, o que aconteceu somente apos as 08 00"
ADMINISTRATIVO,"local super lotado, sem informacao alguma"
ADMINISTRATIVO,"eu nao fiz esse procedimento. foi marcado sem a minha permissao e sem eu solicitar. nao foram esclarecidas duvidas sobre cuidados pos cirurgicos antes da cirurgia, o que me deixou insegura e acabei escolhendo nao realizar o procedimento que havia sido agendado de forma unilateral, sem a minha solicitacao ."
ADMINISTRATIVO,a recepcao nao foi muito boa
RECEPÇAO,fila gigantes
RECEPÇAO,"recepcao muito demorada, tempo de espera"
RECEPÇAO,muita demora na recepcao com apenas um atendente na hora marcada.
ADMINISTRATIVO,"minha cirurgia era as 13 h fui operada as 20.00 . cheguei no hospital as 12.30 fui ate o cetor de internacao assinei os papel , quando foi as 16 horas de tanto eu perguntar mandaram eu subir, quando cheguei la em cima fiquei em pe encostada numa parede ninguem falava nada tinha uns acompanhante sentado, quando foi as 17 horas eu desci e falei com a moca da recepcao falei p ela pq ela mandou eu subir se la em cima ninguem dizia nada, ela disse q so mandaram eu subir. subi denovo conversei com uma enfermeira ela falou vem q vou te trocar , coloquei a roupa a camisola e os acessorios me deitaram numa maca na sala em frente ao centro cirurgico colocaram um aparelho p monitorar a pressao . depois veio uma enfermeira p colococar o acesso pelo q vi ela estava sem paciencia alguma me furou em varios lugares , rasgou minha pulseira e disse nao consegui o anestesista q coloque o acesso . uma bagunca falta de organizacao, uma enfermeira com pressa pq tinha q ir p outro emprego isso ainda era 18.30 , a outra recolhendo os presentes de aniversario dela dizendo q tbm ja ja ia embora , me deu pena do medico pq eu vi nele a boa vontade de querer me operar porem nao tinha enfermeiros . quando foi 19 h o doutor lawrence veio me dizer se eu ia ficar chateada se cancelace minha cirurgia eu disse p ele como assim eu ja estou quase 15 h sem comer to me sentindo mal , to aqui nessa maca de camisola esperando to vendo a bagunca q e isso aqui e claro q eu vou ficar . ai ele pediu p eu aguardar , demorou um tempo chegou um enfermeiro branco alto muito educado q parecia um anjo comigo e quando foi quase 20 h os anestesista vieram colocaram o acesso em mim e me levaram p o centro cirurgico . quase 22.30 fui p o quarto ainda nao mexia as pernas e passei a noite la durante a madrugada fui muito bem assistida pelo enfermeiro e pela manha por outra enfermeira e tive alta. mas no geral foi muito ruim a experiencia falta de assistencia completa"
